id,type,item name,price,quantity,vendor
2843850,chemicals,Hydrochloric Acid - 10.4 M,5.79,247,Newman Niceties
2840097,electronics,3-gate OR Gate,34.19,390,Gosling Goods
2843851,chemicals,Sodium Hydroxide - 12.7 M,28.43,34,Newman Niceties
2843852,chemicals,Sodium Hydroxide - 2.9 M,3.76,388,Hejlsberg Industries
2843853,chemicals,Hydrochloric Acid - 10.0 M,23.07,37,K+R Industries
2843854,chemicals,Acetic Acid - 6.6 M,6.6,391,Van Rossum Recycling
2843855,chemicals,Sulfurous Acid - 2.8 M,3.57,351,K+R Industries
2843856,chemicals,Acetic Acid - 11.6 M,1.7,46,Stroustrup Manufacturing
2843857,chemicals,Sulfuric Acid - 2.6 M,16.09,116,Gosling Goods
2843858,chemicals,Sulfurous Acid - 4.6 M,24.08,247,Newman Niceties
2843859,chemicals,Potassium Chloride - 13.9 M,29.38,205,Van Rossum Recycling
2843860,chemicals,Sulfurous Acid - 1.4 M,21.23,362,Stroustrup Manufacturing
2843861,chemicals,Potassium Chloride - 3.7 M,30.51,352,Gosling Goods
2843862,chemicals,Potassium Chloride - 7.4 M,30.96,245,Van Rossum Recycling
2843863,chemicals,Sulfurous Acid - 14.4 M,13.73,231,Van Rossum Recycling
2843864,chemicals,Acetic Acid - 14.0 M,36.6,63,K+R Industries
2843865,chemicals,Sodium Hydroxide - 14.2 M,16.18,178,Hejlsberg Industries
2843866,chemicals,Sulfuric Acid - 7.4 M,4.54,284,Gosling Goods
2843867,chemicals,Potassium Chloride - 12.7 M,38.94,181,K+R Industries
2843868,chemicals,Acetic Acid - 7.5 M,37.08,200,Stroustrup Manufacturing
2843869,chemicals,Acetic Acid - 14.4 M,12.36,227,Hejlsberg Industries
2843870,chemicals,Acetic Acid - 4.3 M,27.9,328,Van Rossum Recycling
2843871,chemicals,Hydrochloric Acid - 12.1 M,3.16,264,Van Rossum Recycling
2843872,chemicals,Sulfurous Acid - 3.4 M,25.01,211,Hejlsberg Industries
2843873,chemicals,Acetic Acid - 1.4 M,9.78,52,Newman Niceties
2843874,chemicals,Acetic Acid - 13.5 M,12.5,164,Gosling Goods
2843875,chemicals,Sulfuric Acid - 3.0 M,22.63,5,Stroustrup Manufacturing
2843876,chemicals,Sulfuric Acid - 3.4 M,20.87,356,Newman Niceties
2843877,chemicals,Sulfuric Acid - 2.3 M,29.95,391,Hejlsberg Industries
2843878,chemicals,Acetic Acid - 3.1 M,12.23,115,Hejlsberg Industries
2840098,electronics,4-gate NAND Gate,1.81,120,K+R Industries
2840099,electronics,5-gate XNOR Gate,9.64,7,Newman Niceties
2843879,chemicals,Sulfuric Acid - 8.3 M,6.29,179,Van Rossum Recycling
2843880,chemicals,Acetic Acid - 0.9 M,33.65,367,Van Rossum Recycling
2840100,electronics,7-gate NOT Gate,32.86,153,Van Rossum Recycling
2843881,chemicals,Potassium Chloride - 14.5 M,18.59,66,Hejlsberg Industries
2843015,food,Sourdough Bread,29.06,23,Stroustrup Manufacturing
2843882,chemicals,Sulfurous Acid - 2.4 M,33.08,228,Newman Niceties
2843883,chemicals,Potassium Chloride - 6.2 M,22.33,124,K+R Industries
2843884,chemicals,Hydrochloric Acid - 6.7 M,19.94,226,Hejlsberg Industries
2843885,chemicals,Acetic Acid - 3.1 M,39.12,294,Stroustrup Manufacturing
2840101,electronics,5-gate AND Gate,2.93,331,Gosling Goods
2843886,chemicals,Sodium Hydroxide - 8.9 M,10.68,308,Newman Niceties
2843887,chemicals,Sodium Hydroxide - 9.4 M,30.89,104,Gosling Goods
2843888,chemicals,Sulfurous Acid - 3.7 M,6.01,21,Stroustrup Manufacturing
2843889,chemicals,Potassium Chloride - 0.2 M,35.92,86,Stroustrup Manufacturing
2843890,chemicals,Sulfurous Acid - 3.0 M,39.81,230,Gosling Goods
2843891,chemicals,Potassium Chloride - 7.5 M,16.31,254,Newman Niceties
2843892,chemicals,Sulfurous Acid - 8.5 M,37.08,291,Hejlsberg Industries
2843893,chemicals,Sodium Hydroxide - 13.5 M,7.43,376,Stroustrup Manufacturing
2843894,chemicals,Potassium Chloride - 11.8 M,33.09,346,Van Rossum Recycling
2843895,chemicals,Sulfuric Acid - 13.5 M,34.42,82,Hejlsberg Industries
2843896,chemicals,Acetic Acid - 6.4 M,38.96,20,Newman Niceties
2843897,chemicals,Sulfurous Acid - 14.2 M,27.81,391,Stroustrup Manufacturing
2843898,chemicals,Sodium Hydroxide - 3.9 M,0.18,22,Gosling Goods
2843899,chemicals,Sulfurous Acid - 11.0 M,37.35,308,K+R Industries
2843900,chemicals,Potassium Chloride - 8.2 M,8.29,61,K+R Industries
2843901,chemicals,Sodium Hydroxide - 3.6 M,0.78,201,Van Rossum Recycling
2843902,chemicals,Sulfurous Acid - 6.8 M,25.83,362,Newman Niceties
2843903,chemicals,Sulfurous Acid - 8.6 M,24.18,224,Stroustrup Manufacturing
2843904,chemicals,Sulfuric Acid - 4.1 M,15.04,23,K+R Industries
2843905,chemicals,Sodium Hydroxide - 7.7 M,18.53,70,Stroustrup Manufacturing
2843906,chemicals,Sulfurous Acid - 12.3 M,17.53,119,Van Rossum Recycling
2843907,chemicals,Sodium Hydroxide - 14.8 M,20.36,389,Newman Niceties
2843908,chemicals,Sulfurous Acid - 13.1 M,2.0,396,Hejlsberg Industries
2843909,chemicals,Hydrochloric Acid - 12.3 M,0.29,199,K+R Industries
2843910,chemicals,Potassium Chloride - 10.7 M,1.01,338,Hejlsberg Industries
2843911,chemicals,Sodium Hydroxide - 0.3 M,17.91,67,K+R Industries
2843912,chemicals,Potassium Chloride - 12.2 M,20.37,287,Stroustrup Manufacturing
2843913,chemicals,Acetic Acid - 9.6 M,6.44,169,Van Rossum Recycling
2843914,chemicals,Hydrochloric Acid - 0.9 M,15.42,138,K+R Industries
2843915,chemicals,Sodium Hydroxide - 14.5 M,35.51,203,K+R Industries
2843916,chemicals,Acetic Acid - 2.6 M,31.79,275,Newman Niceties
2840102,electronics,4-gate NAND Gate,14.26,159,Hejlsberg Industries
2843917,chemicals,Sulfuric Acid - 9.0 M,20.2,69,Hejlsberg Industries
2843918,chemicals,Acetic Acid - 12.2 M,1.66,328,Stroustrup Manufacturing
2843919,chemicals,Potassium Chloride - 12.6 M,0.4,47,Gosling Goods
2843920,chemicals,Acetic Acid - 12.3 M,30.77,49,Stroustrup Manufacturing
2843921,chemicals,Sulfurous Acid - 13.2 M,18.05,293,Van Rossum Recycling
2843922,chemicals,Sulfuric Acid - 8.2 M,36.26,204,Hejlsberg Industries
2843923,chemicals,Hydrochloric Acid - 3.5 M,38.3,82,Gosling Goods
2843924,chemicals,Potassium Chloride - 6.5 M,24.65,225,K+R Industries
2843925,chemicals,Sodium Hydroxide - 2.6 M,10.43,210,Van Rossum Recycling
2843926,chemicals,Sulfurous Acid - 5.1 M,20.1,23,Van Rossum Recycling
2843927,chemicals,Acetic Acid - 6.4 M,10.33,87,Gosling Goods
2843928,chemicals,Sodium Hydroxide - 4.7 M,21.1,197,Newman Niceties
2843929,chemicals,Sulfurous Acid - 9.9 M,5.14,196,Newman Niceties
2843930,chemicals,Potassium Chloride - 8.7 M,21.49,40,K+R Industries
2843931,chemicals,Sulfuric Acid - 5.2 M,31.93,169,K+R Industries
2843932,chemicals,Hydrochloric Acid - 2.8 M,34.55,198,K+R Industries
2840103,electronics,7-gate XNOR Gate,18.07,102,Van Rossum Recycling
2843933,chemicals,Acetic Acid - 11.8 M,37.8,374,Van Rossum Recycling
2843934,chemicals,Acetic Acid - 2.8 M,26.8,18,Hejlsberg Industries
2843935,chemicals,Hydrochloric Acid - 9.7 M,0.36,193,Gosling Goods
2843936,chemicals,Sodium Hydroxide - 11.0 M,17.86,319,Hejlsberg Industries
2843937,chemicals,Hydrochloric Acid - 9.2 M,19.41,271,Newman Niceties
2843938,chemicals,Acetic Acid - 2.2 M,8.73,317,Newman Niceties
2843939,chemicals,Sodium Hydroxide - 1.9 M,10.17,295,Newman Niceties
2843940,chemicals,Acetic Acid - 8.0 M,12.84,84,Van Rossum Recycling
2843941,chemicals,Sulfuric Acid - 11.0 M,5.29,289,Gosling Goods
2843942,chemicals,Potassium Chloride - 12.5 M,6.88,340,Newman Niceties
2843943,chemicals,Potassium Chloride - 3.8 M,2.86,88,Newman Niceties
2840104,electronics,6-gate NAND Gate,31.03,295,Hejlsberg Industries
2843944,chemicals,Sulfurous Acid - 13.3 M,14.43,188,Van Rossum Recycling
2843945,chemicals,Potassium Chloride - 0.9 M,1.68,90,Gosling Goods
2843946,chemicals,Acetic Acid - 14.9 M,17.94,204,Gosling Goods
2843947,chemicals,Hydrochloric Acid - 9.5 M,3.7,95,Newman Niceties
2843948,chemicals,Sulfuric Acid - 4.6 M,13.97,119,Gosling Goods
2843949,chemicals,Sodium Hydroxide - 9.1 M,16.56,32,K+R Industries
2843950,chemicals,Hydrochloric Acid - 7.3 M,5.05,304,Hejlsberg Industries
2843951,chemicals,Sodium Hydroxide - 7.6 M,15.07,38,Hejlsberg Industries
2843952,chemicals,Sodium Hydroxide - 13.8 M,25.71,43,Van Rossum Recycling
2843953,chemicals,Sodium Hydroxide - 4.5 M,20.97,36,K+R Industries
2843954,chemicals,Acetic Acid - 12.3 M,22.06,126,K+R Industries
2843955,chemicals,Potassium Chloride - 12.4 M,23.6,292,Newman Niceties
2843956,chemicals,Potassium Chloride - 6.5 M,31.49,8,Hejlsberg Industries
2843957,chemicals,Potassium Chloride - 4.0 M,30.07,96,Van Rossum Recycling
2843958,chemicals,Sulfurous Acid - 12.9 M,9.97,38,K+R Industries
2843959,chemicals,Potassium Chloride - 6.9 M,29.22,15,Van Rossum Recycling
2843960,chemicals,Sodium Hydroxide - 14.7 M,15.39,21,Van Rossum Recycling
2843961,chemicals,Potassium Chloride - 6.8 M,18.41,209,Van Rossum Recycling
2843962,chemicals,Sulfuric Acid - 9.3 M,13.25,232,Van Rossum Recycling
2843963,chemicals,Potassium Chloride - 11.0 M,23.52,281,Newman Niceties
2843964,chemicals,Sodium Hydroxide - 1.6 M,35.72,273,Van Rossum Recycling
2843965,chemicals,Hydrochloric Acid - 4.1 M,29.63,263,Hejlsberg Industries
2843966,chemicals,Sodium Hydroxide - 0.3 M,7.45,297,Stroustrup Manufacturing
2843967,chemicals,Sulfurous Acid - 12.0 M,31.94,349,Stroustrup Manufacturing
2843968,chemicals,Hydrochloric Acid - 8.8 M,5.23,387,Newman Niceties
2843969,chemicals,Acetic Acid - 11.0 M,39.71,13,Gosling Goods
2843970,chemicals,Sulfuric Acid - 13.9 M,15.57,225,Stroustrup Manufacturing
2843971,chemicals,Sulfurous Acid - 0.6 M,28.57,348,Hejlsberg Industries
2844006,tools,Hammer,35.84,171,Hejlsberg Industries
2843972,chemicals,Acetic Acid - 12.1 M,31.42,255,Hejlsberg Industries
2843973,chemicals,Acetic Acid - 5.9 M,24.2,376,Hejlsberg Industries
2843974,chemicals,Sodium Hydroxide - 7.1 M,11.34,25,Hejlsberg Industries
2840105,electronics,7-gate OR Gate,18.92,289,Stroustrup Manufacturing
2843975,chemicals,Sodium Hydroxide - 1.0 M,27.42,83,Gosling Goods
2843976,chemicals,Hydrochloric Acid - 8.0 M,28.3,73,Van Rossum Recycling
2843977,chemicals,Acetic Acid - 6.8 M,28.48,15,Hejlsberg Industries
2843978,chemicals,Sulfuric Acid - 7.3 M,10.59,229,Hejlsberg Industries
2843979,chemicals,Potassium Chloride - 9.5 M,23.93,292,Stroustrup Manufacturing
2843980,chemicals,Potassium Chloride - 12.7 M,13.16,197,Newman Niceties
2843981,chemicals,Sodium Hydroxide - 6.4 M,12.62,127,Van Rossum Recycling
2843982,chemicals,Hydrochloric Acid - 4.9 M,37.89,83,Hejlsberg Industries
2843983,chemicals,Potassium Chloride - 0.7 M,26.84,171,K+R Industries
2843984,chemicals,Acetic Acid - 13.3 M,12.57,399,K+R Industries
2843985,chemicals,Sulfurous Acid - 3.9 M,37.13,328,Van Rossum Recycling
2843986,chemicals,Hydrochloric Acid - 11.0 M,0.36,230,Newman Niceties
2843987,chemicals,Potassium Chloride - 1.8 M,29.84,106,Stroustrup Manufacturing
2843988,chemicals,Potassium Chloride - 14.3 M,25.55,4,Hejlsberg Industries
2840106,electronics,3-gate XNOR Gate,23.21,13,Van Rossum Recycling
2843989,chemicals,Sulfurous Acid - 3.7 M,7.41,246,K+R Industries
2843990,chemicals,Sulfuric Acid - 4.7 M,38.4,243,Newman Niceties
2843991,chemicals,Sulfuric Acid - 11.2 M,0.05,118,Newman Niceties
2843992,chemicals,Acetic Acid - 12.9 M,18.42,42,K+R Industries
2843993,chemicals,Sulfurous Acid - 4.4 M,17.7,176,Newman Niceties
2843994,chemicals,Sulfurous Acid - 7.0 M,5.92,380,Hejlsberg Industries
2843995,chemicals,Sulfurous Acid - 12.1 M,11.32,50,Stroustrup Manufacturing
2843996,chemicals,Acetic Acid - 13.0 M,35.99,291,Newman Niceties
2843997,chemicals,Sulfurous Acid - 8.2 M,24.96,205,Gosling Goods
2843998,chemicals,Acetic Acid - 5.1 M,22.74,149,Van Rossum Recycling
2843999,chemicals,Hydrochloric Acid - 12.2 M,37.29,229,Gosling Goods
2844000,chemicals,Sulfuric Acid - 14.3 M,22.11,83,Stroustrup Manufacturing
2844001,chemicals,Sodium Hydroxide - 4.4 M,17.48,282,Gosling Goods
2844002,chemicals,Hydrochloric Acid - 14.8 M,37.02,211,Van Rossum Recycling
2844003,chemicals,Sulfuric Acid - 8.2 M,27.48,74,Stroustrup Manufacturing
2844004,chemicals,Hydrochloric Acid - 14.5 M,12.9,182,Hejlsberg Industries
2844005,chemicals,Potassium Chloride - 1.6 M,0.9,113,Gosling Goods
2844006,chemicals,Sodium Hydroxide - 14.4 M,4.3,369,K+R Industries
2844007,chemicals,Sulfurous Acid - 10.4 M,18.43,294,Van Rossum Recycling
2844008,chemicals,Potassium Chloride - 7.6 M,15.8,158,Stroustrup Manufacturing
2844009,chemicals,Potassium Chloride - 10.8 M,15.32,183,Van Rossum Recycling
2844010,chemicals,Sulfurous Acid - 14.1 M,5.06,23,Van Rossum Recycling
2844011,chemicals,Sulfurous Acid - 11.6 M,18.24,214,Stroustrup Manufacturing
2844012,chemicals,Hydrochloric Acid - 2.8 M,34.46,266,Hejlsberg Industries
2844013,chemicals,Potassium Chloride - 14.0 M,12.48,345,Hejlsberg Industries
2844014,chemicals,Sulfuric Acid - 10.0 M,37.99,302,Hejlsberg Industries
2844015,chemicals,Potassium Chloride - 11.1 M,0.48,167,K+R Industries
2844016,chemicals,Acetic Acid - 10.1 M,22.25,236,Newman Niceties
2844017,chemicals,Sulfurous Acid - 12.5 M,10.99,380,Hejlsberg Industries
2843016,food,Cookies,35.46,237,Stroustrup Manufacturing
2844018,chemicals,Sulfuric Acid - 1.1 M,27.1,9,Hejlsberg Industries
2844019,chemicals,Sodium Hydroxide - 7.4 M,9.42,12,Hejlsberg Industries
2844020,chemicals,Sulfuric Acid - 2.0 M,5.8,110,Newman Niceties
2844021,chemicals,Sodium Hydroxide - 12.9 M,8.48,32,Hejlsberg Industries
2844022,chemicals,Sulfuric Acid - 11.8 M,5.17,52,Hejlsberg Industries
2844023,chemicals,Sodium Hydroxide - 7.5 M,25.54,83,Newman Niceties
2844024,chemicals,Sulfuric Acid - 14.5 M,12.75,284,Newman Niceties
2844025,chemicals,Hydrochloric Acid - 1.9 M,35.49,375,Newman Niceties
2844026,chemicals,Hydrochloric Acid - 8.6 M,29.88,181,Hejlsberg Industries
2844027,chemicals,Potassium Chloride - 13.6 M,15.64,370,Gosling Goods
2844028,chemicals,Sodium Hydroxide - 0.5 M,29.26,195,Hejlsberg Industries
2844029,chemicals,Sulfurous Acid - 6.2 M,24.98,378,Newman Niceties
2844030,chemicals,Sulfuric Acid - 10.7 M,19.35,182,Hejlsberg Industries
2844031,chemicals,Sulfuric Acid - 5.5 M,22.76,325,K+R Industries
2844032,chemicals,Acetic Acid - 4.0 M,25.28,171,Van Rossum Recycling
2844033,chemicals,Sodium Hydroxide - 0.9 M,9.55,202,K+R Industries
2844034,chemicals,Acetic Acid - 7.4 M,29.71,390,Gosling Goods
2844035,chemicals,Sulfuric Acid - 9.7 M,30.98,25,Hejlsberg Industries
2844036,chemicals,Sulfuric Acid - 6.2 M,10.8,139,Gosling Goods
2844037,chemicals,Sodium Hydroxide - 14.6 M,27.03,220,Stroustrup Manufacturing
2844038,chemicals,Sulfurous Acid - 9.0 M,32.44,44,Gosling Goods
2844039,chemicals,Sodium Hydroxide - 13.1 M,32.36,174,Hejlsberg Industries
2840107,electronics,8-gate NAND Gate,32.92,7,Newman Niceties
2840108,electronics,2-gate XNOR Gate,14.94,276,K+R Industries
2844040,chemicals,Sulfuric Acid - 7.4 M,38.45,54,Newman Niceties
2844041,chemicals,Hydrochloric Acid - 11.6 M,32.9,37,Hejlsberg Industries
2844042,chemicals,Sulfurous Acid - 2.8 M,9.92,391,Van Rossum Recycling
2844043,chemicals,Sulfurous Acid - 12.0 M,25.53,208,Hejlsberg Industries
2844044,chemicals,Hydrochloric Acid - 4.1 M,23.66,44,Stroustrup Manufacturing
2843017,food,Bananas,14.41,232,Newman Niceties
2844045,chemicals,Acetic Acid - 10.0 M,37.56,274,Van Rossum Recycling
2844046,chemicals,Acetic Acid - 11.9 M,19.59,24,K+R Industries
2844047,chemicals,Sulfuric Acid - 10.7 M,22.81,214,Stroustrup Manufacturing
2844048,chemicals,Sulfurous Acid - 3.3 M,5.64,105,Hejlsberg Industries
2844049,chemicals,Sulfurous Acid - 5.3 M,28.38,102,Hejlsberg Industries
2844050,chemicals,Sodium Hydroxide - 5.3 M,33.81,202,Van Rossum Recycling
2844051,chemicals,Potassium Chloride - 6.1 M,30.59,318,Gosling Goods
2844052,chemicals,Potassium Chloride - 2.9 M,22.25,284,Gosling Goods
2844053,chemicals,Hydrochloric Acid - 10.9 M,18.12,244,Hejlsberg Industries
2844054,chemicals,Potassium Chloride - 11.6 M,4.41,299,Newman Niceties
2844055,chemicals,Sulfuric Acid - 2.1 M,31.68,258,Hejlsberg Industries
2844056,chemicals,Potassium Chloride - 1.2 M,28.24,31,Hejlsberg Industries
2840109,electronics,2-gate OR Gate,28.74,126,Stroustrup Manufacturing
2844057,chemicals,Hydrochloric Acid - 10.0 M,9.21,52,Newman Niceties
2844058,chemicals,Sodium Hydroxide - 1.3 M,1.27,344,Hejlsberg Industries
2844059,chemicals,Hydrochloric Acid - 4.3 M,13.38,278,Stroustrup Manufacturing
2844060,chemicals,Hydrochloric Acid - 6.2 M,0.28,139,Gosling Goods
2844061,chemicals,Sodium Hydroxide - 11.4 M,6.9,375,Hejlsberg Industries
2844062,chemicals,Acetic Acid - 3.6 M,10.74,37,Hejlsberg Industries
2844063,chemicals,Sodium Hydroxide - 5.8 M,39.5,361,Stroustrup Manufacturing
2840110,electronics,8-gate XNOR Gate,29.46,53,Newman Niceties
2844064,chemicals,Acetic Acid - 10.2 M,1.81,123,Gosling Goods
2844065,chemicals,Sulfurous Acid - 3.3 M,24.31,308,Newman Niceties
2844066,chemicals,Acetic Acid - 14.9 M,15.18,174,Newman Niceties
2840111,electronics,8-gate XOR Gate,0.34,337,Newman Niceties
2844067,chemicals,Acetic Acid - 13.2 M,25.79,66,Stroustrup Manufacturing
2844068,chemicals,Hydrochloric Acid - 11.9 M,4.23,332,Hejlsberg Industries
2844069,chemicals,Acetic Acid - 8.7 M,39.02,140,Gosling Goods
2844070,chemicals,Hydrochloric Acid - 5.6 M,10.0,84,Stroustrup Manufacturing
2844071,chemicals,Sodium Hydroxide - 10.2 M,25.42,103,Hejlsberg Industries
2844072,chemicals,Sulfuric Acid - 12.6 M,27.17,332,Gosling Goods
2844073,chemicals,Acetic Acid - 10.4 M,38.44,76,Stroustrup Manufacturing
2844074,chemicals,Sulfurous Acid - 1.0 M,33.78,78,Van Rossum Recycling
2844075,chemicals,Sulfurous Acid - 4.0 M,5.73,60,Stroustrup Manufacturing
2844076,chemicals,Potassium Chloride - 5.1 M,24.7,209,Van Rossum Recycling
2844077,chemicals,Hydrochloric Acid - 13.3 M,28.1,12,Newman Niceties
2844078,chemicals,Sulfuric Acid - 8.8 M,38.41,265,Van Rossum Recycling
2844079,chemicals,Acetic Acid - 5.8 M,23.94,142,Hejlsberg Industries
2844080,chemicals,Sulfuric Acid - 10.8 M,22.3,359,Gosling Goods
2844081,chemicals,Sulfurous Acid - 13.1 M,28.94,23,Van Rossum Recycling
2844082,chemicals,Sodium Hydroxide - 7.3 M,25.85,69,Van Rossum Recycling
2844083,chemicals,Potassium Chloride - 13.8 M,4.43,318,Hejlsberg Industries
2844084,chemicals,Acetic Acid - 5.3 M,21.64,25,Stroustrup Manufacturing
2844085,chemicals,Acetic Acid - 5.6 M,16.84,10,Hejlsberg Industries
2844086,chemicals,Acetic Acid - 9.2 M,30.16,80,Gosling Goods
2844087,chemicals,Potassium Chloride - 3.2 M,2.57,306,Gosling Goods
2844088,chemicals,Sulfuric Acid - 12.7 M,26.96,350,K+R Industries
2844089,chemicals,Hydrochloric Acid - 12.5 M,1.31,310,Van Rossum Recycling
2844090,chemicals,Sulfuric Acid - 8.4 M,10.86,80,Newman Niceties
2844091,chemicals,Sulfuric Acid - 8.9 M,13.99,237,Hejlsberg Industries
2844092,chemicals,Potassium Chloride - 1.1 M,27.44,134,Van Rossum Recycling
2844093,chemicals,Acetic Acid - 10.1 M,1.94,254,Hejlsberg Industries
2844094,chemicals,Acetic Acid - 9.3 M,5.72,83,Hejlsberg Industries
2844095,chemicals,Sodium Hydroxide - 5.4 M,12.16,351,K+R Industries
2844096,chemicals,Hydrochloric Acid - 3.4 M,28.85,143,Gosling Goods
2844097,chemicals,Potassium Chloride - 13.8 M,29.77,171,Stroustrup Manufacturing
2844098,chemicals,Hydrochloric Acid - 0.6 M,19.4,47,Stroustrup Manufacturing
2844099,chemicals,Sodium Hydroxide - 13.2 M,31.42,273,Newman Niceties
2844100,chemicals,Acetic Acid - 10.9 M,4.61,225,Stroustrup Manufacturing
2844101,chemicals,Sulfuric Acid - 2.7 M,35.31,51,Hejlsberg Industries
2844102,chemicals,Sulfuric Acid - 3.1 M,4.85,205,Van Rossum Recycling
2840112,electronics,2-gate NAND Gate,17.34,18,Stroustrup Manufacturing
2844103,chemicals,Potassium Chloride - 14.9 M,11.9,251,Hejlsberg Industries
2844104,chemicals,Potassium Chloride - 9.4 M,12.97,345,Hejlsberg Industries
2844105,chemicals,Acetic Acid - 2.6 M,3.21,244,Gosling Goods
2844106,chemicals,Sodium Hydroxide - 12.0 M,29.08,32,Van Rossum Recycling
2844107,chemicals,Sulfuric Acid - 7.8 M,8.18,333,Hejlsberg Industries
2844108,chemicals,Hydrochloric Acid - 6.5 M,27.61,9,Van Rossum Recycling
2844109,chemicals,Sodium Hydroxide - 14.3 M,38.45,109,Van Rossum Recycling
2840113,electronics,8-gate NOT Gate,36.74,160,Stroustrup Manufacturing
2844110,chemicals,Hydrochloric Acid - 14.2 M,21.78,20,Van Rossum Recycling
2844111,chemicals,Sulfuric Acid - 14.6 M,30.51,366,Newman Niceties
2844112,chemicals,Hydrochloric Acid - 10.2 M,10.99,374,Gosling Goods
2844113,chemicals,Hydrochloric Acid - 8.3 M,19.71,140,Van Rossum Recycling
2844114,chemicals,Sodium Hydroxide - 9.2 M,37.62,159,Gosling Goods
2844115,chemicals,Hydrochloric Acid - 12.4 M,11.83,261,Hejlsberg Industries
2844116,chemicals,Sodium Hydroxide - 7.3 M,38.83,15,Stroustrup Manufacturing
2844117,chemicals,Sulfuric Acid - 7.0 M,31.56,316,Stroustrup Manufacturing
2844118,chemicals,Potassium Chloride - 4.5 M,8.18,272,Newman Niceties
2844119,chemicals,Potassium Chloride - 10.5 M,2.76,264,Gosling Goods
2844120,chemicals,Hydrochloric Acid - 4.6 M,3.78,248,Gosling Goods
2844121,chemicals,Sodium Hydroxide - 9.5 M,34.52,39,Stroustrup Manufacturing
2844122,chemicals,Hydrochloric Acid - 13.4 M,17.63,272,Newman Niceties
2844123,chemicals,Sulfurous Acid - 6.5 M,16.23,248,Hejlsberg Industries
2844124,chemicals,Sulfuric Acid - 2.3 M,25.27,232,Gosling Goods
2844125,chemicals,Acetic Acid - 4.3 M,20.36,182,Hejlsberg Industries
2844126,chemicals,Sulfurous Acid - 14.8 M,27.68,175,Van Rossum Recycling
2844127,chemicals,Hydrochloric Acid - 2.9 M,33.9,157,Van Rossum Recycling
2844128,chemicals,Sulfuric Acid - 3.3 M,22.23,214,Stroustrup Manufacturing
2844129,chemicals,Sodium Hydroxide - 6.1 M,24.56,209,Stroustrup Manufacturing
2844130,chemicals,Sodium Hydroxide - 12.3 M,29.05,18,Van Rossum Recycling
2844131,chemicals,Potassium Chloride - 7.7 M,35.92,46,Hejlsberg Industries
2844132,chemicals,Sulfurous Acid - 6.9 M,13.6,294,Stroustrup Manufacturing
2841001,IC,Tri-state Buffer,13.3,302,K+R Industries
2844133,chemicals,Sodium Hydroxide - 6.7 M,18.0,79,Van Rossum Recycling
2844134,chemicals,Sodium Hydroxide - 2.2 M,4.74,331,Newman Niceties
2844135,chemicals,Acetic Acid - 0.2 M,26.22,191,Stroustrup Manufacturing
2844136,chemicals,Potassium Chloride - 5.8 M,33.98,123,Gosling Goods
2844137,chemicals,Potassium Chloride - 3.3 M,24.25,325,Van Rossum Recycling
2844138,chemicals,Sodium Hydroxide - 7.9 M,19.42,182,Newman Niceties
2844139,chemicals,Hydrochloric Acid - 4.8 M,33.15,310,Stroustrup Manufacturing
2844140,chemicals,Sodium Hydroxide - 9.7 M,9.43,265,Stroustrup Manufacturing
2844141,chemicals,Sulfurous Acid - 7.3 M,4.61,226,Van Rossum Recycling
2844142,chemicals,Sulfuric Acid - 2.0 M,15.49,274,K+R Industries
2844143,chemicals,Sulfurous Acid - 13.8 M,20.03,244,Stroustrup Manufacturing
2844144,chemicals,Sodium Hydroxide - 1.2 M,6.96,385,Van Rossum Recycling
2844145,chemicals,Sulfuric Acid - 6.6 M,8.47,64,Van Rossum Recycling
2844146,chemicals,Sodium Hydroxide - 3.1 M,14.84,356,Newman Niceties
2840114,electronics,4-gate AND Gate,27.36,158,Newman Niceties
2844147,chemicals,Potassium Chloride - 4.3 M,13.19,174,Hejlsberg Industries
2844148,chemicals,Sulfuric Acid - 3.9 M,35.59,324,Hejlsberg Industries
2844149,chemicals,Sodium Hydroxide - 4.7 M,18.97,11,Gosling Goods
2844150,chemicals,Acetic Acid - 2.1 M,23.81,182,Stroustrup Manufacturing
2844151,chemicals,Sulfuric Acid - 5.0 M,22.82,137,Gosling Goods
2844152,chemicals,Sodium Hydroxide - 2.2 M,21.94,228,Hejlsberg Industries
2844153,chemicals,Sodium Hydroxide - 5.4 M,13.85,357,Gosling Goods
2844154,chemicals,Sulfurous Acid - 6.0 M,10.54,203,Hejlsberg Industries
2844155,chemicals,Potassium Chloride - 9.3 M,20.14,210,Hejlsberg Industries
2844156,chemicals,Acetic Acid - 8.3 M,9.66,7,Hejlsberg Industries
2844157,chemicals,Potassium Chloride - 1.7 M,4.29,295,Newman Niceties
2844158,chemicals,Sulfurous Acid - 5.0 M,11.25,74,K+R Industries
2844159,chemicals,Potassium Chloride - 10.3 M,28.74,78,Hejlsberg Industries
2844160,chemicals,Sulfurous Acid - 6.4 M,23.03,178,Hejlsberg Industries
2844161,chemicals,Acetic Acid - 6.9 M,1.57,190,K+R Industries
2844162,chemicals,Potassium Chloride - 6.0 M,23.47,348,Gosling Goods
2844163,chemicals,Sodium Hydroxide - 4.9 M,27.87,134,Van Rossum Recycling
2844164,chemicals,Sulfurous Acid - 1.3 M,5.42,80,Stroustrup Manufacturing
2844165,chemicals,Potassium Chloride - 2.6 M,31.76,197,K+R Industries
